sentence,class
Kurdish militant group TAK claims responsibility for Ankara bombing:  ,0
feel sorry for those whales only getting to eat tiny food all the time. all day sucking those dusty little fish through their teeth. just crumbs. no kind of life,1
as if i'm not going to use my platform to talk about the shit i believe in,1
"Jimmy Saville, Rolf Harris and Stuart Hall walk into a pub in Ireland. Barman says ""not yew tree again""",1
"The majority of Christians keep Sunday as a day of worship and rest , every week commemorating the resurrection of Jesus on the first day of the week on the Jewish calendar.",0
"When Jackie Chan dies his casket will fall off a 40 story building through a glass window, get launched onto the highway onto a flatbed truck and slide off a hillside through a backyard of hanging clothes right before rolling gently into his grave.",1
"At this point, there's a good chance an ICE abduction will happen in front of you. Don't stand by while your neighbors are taken away. Take pictures! Gather information! Report the raid!

Each other is all we've got.",1
U.S. stock indexes plummet as investors are spooked by the health of the global economy:  ,0
"Humpty Dumpty's last words. "" man I had a good summer. I just hope I have a great fall!""",1
Radioactive material stolen in Iraq raises security fears ,0
I love elevator jokes. They work on so many levels.,1
"every time I talk to an american on this site I have to explain to them what all our Canadian slang means, things like ""mickey"" or ""giver"" or ""please and thank you""",1
"If the channel mode i is set , only channel operators may invite other clients.",0
"Really enjoying all the contrarian takes of why “grabbing a woman engaged in an entirely peaceful protest by the neck” is actually VERY cool and in no way evidence that Mark Field is a fucking weird, violent man",1
"[miniature golf]

date: I like a man who doesn't mind a small pen-

me: *pulling down pants*

date: -cil",1
"I took the rear view mirror out of my car, and since then..I've never looked back",1
I've just started dating a librarian. She's a (book)keeper.,1
Gentility Without Ability Is Worse Than Plain Beggary,0
"NATO wants Afghan forces to do less defending, more attacking  ",0
"For example , English speakers recognize that the words dog , dogs , and dog catcher are closely related.",0
RBI plans to ease rules for start-ups to access funds  ,0
I was ironing the curtains last night. Fell through the window!,1
"The parameters to must use the pipe '' '' , like this :.",0
At the time of European settlement Araluen was described as a broad alluvial valley with many natural billabongs covered with water lilies.,0
"My friend had amnesia and couldn't remember how to walk up the stairs, So I had to go back and teach him step by step.",1
"Where there's a will, there's a relative.",1
"The series ended its seven-year run on May 14 , 2006.",0
"Similarly , an innocent user may be blocked for another user 's vandalism.",0
Teeth may be left in the wound.,0
"To do so , each day they offer the dragon at first a sheep , and if no sheep can be found , then a maiden must go instead of the sheep.",0
"[PROVERB OF THE DAY]
Sticks and stones may break my bones, but dropping a hippo onto my head would be far more effective.",1
Trump versus Rubio and Cruz at Houston Republican debate ,0
"A guy said, ""I see the light at the end of the tunnel"". I then told him, ""yeah, it's a train"". ------*smack*",1
Kenya to tackle radicalisation with new prison for 'extremists' ,0
"[in a world where the only thing people can say is i love you]

my dad:",1
She was nominated for the Academy Award for Best Actress for her work in Mogambo.,0
"blue jean baybay
LA baybay
seamstress for the baybay...",1
"A duck walks into the pharmacy to buy some chapstick and says ""just put it on my bill""",1
"Melling was initially signed as a back-up hooker to Chad Randall , however the Great Britain international has made full back position his own.",0
All Is Well That Ends Well,0
"Chosen-ciphertext attacks , like other attacks , may be adaptive or non-adaptive.",0
I'm pretty sure Red Lobster could have just been called Lobster,1
It's only physics if it's from the Physique region of France. Otherwise it's just sparkling math,1
"Men look at a woman's behind and go ""Oh! What an ass!"" Women look at a man's face and go ""Oh! What an ass!""",1
The two remained lifelong friends and Monet later paid tribute to Boudin 's early influence.,0
Italy would veto any cap on banks' government debt holding - PM Renzi  ,0
"If you were born in September, its pretty safe to assume your parents started out the New Year with a Bang!",1
Every time I see a hot chick driving a big pick-up truck I think to myself her pussy must be really small,1
We live in a society where pizza gets to your house before the police.,1
Introducing free idiot tests! Only $5!,1
Dutch police are training eagles to snatch enemy drones. Find out how it's going:  ,0
was just thinking about how someday nostalgia is going to trick these kids into thinking this was the best time of their lives,1
"She became SNLs first female head writer , a milestone she downplays in light of the fact that there have not been very many head writers.",0
Fires still raging at major Libyan oil terminal after attack  ,0
when mom takes away your Danny Devito cardboard cutout ,1
Lauri Porra is a Finnish bassplayer best known for his work in Stratovarius and Sinergy.,0
Reuben Fine and Harry Golombek attributed this to Lasker 's being in mysteriously poor form.,0
Her mother died when she was still a little girl.,0
imagine going public as an antivax nutcase FOR NOTHING LMAO,1
"jim morrisdad: you make a better door than a window 

jim morrison: ",1
"Nintendo World Report noticed that `` the best features of past Mario Kart games are back '' and work well with the new features in Mario Kart DS , calling the end result `` the most impressive game to ever hit the Nintendo DS and also the best game in the Mario Kart series ''.",0
A doe generally has one or two fawns at a time.,0
Never Offer To Teach Fish To Swim,0
"Squirrel 1: Were you looking at my nuts?
Squirrel 2: Just pecan....",1
"Leaders to make joint appeal for peace at special WEF16 session - ""Reuniting Cyprus""  ",0
"My wife's leaving me because ""Everything I say is irrelevant"". Easy for her to say when her mum's sister has just bought a new coffee table.",1
There's no such thing as bad publicity,0
Brazil police launch new round of raids in corruption probe ,0
French ex-president Sarkozy questioned by judges on funding ,0
I wonder if Evil Medical School is easier to get in to than regular med school.,1
"If you don't say 'haha' after everything you write, will they even know you're easygoing and breezy?",1
The first time I sang in the church choir about 200 hundred people changed their religion.,1
"Me *tearing up as my bride walks down the aisle on our wedding day*

Priest:

Me:

Priest: Look she might come back",1
What did Jay-Z call his girlfriend before getting married? Feyoncè,1
